date,p_state0,p_state1,viterbi_state,p_stress
2005-04-08,3.687020642297848e-08,0.9999999631297865,1,0.9999999631297865
2005-04-11,1.097721010669988e-08,0.9999999890227826,1,0.9999999890227826
2005-04-12,2.698734968038198e-07,0.9999997301264959,1,0.9999997301264959
2005-04-13,1.4515642916846567e-05,0.9999854843570758,1,0.9999854843570758
2005-04-14,3.385436057749907e-05,0.9999661456394151,1,0.9999661456394151
2005-04-15,1.4105430650462141e-05,0.9999858945693421,1,0.9999858945693421
2005-04-18,2.6867450704625668e-05,0.9999731325492879,1,0.9999731325492879
2005-04-19,1.5677634979705978e-05,0.9999843223650127,1,0.9999843223650127
2005-04-20,3.1956450016643597e-06,0.9999968043549907,1,0.9999968043549907
2005-04-21,8.990777266595845e-06,0.9999910092227259,1,0.9999910092227259
2005-04-22,9.30034382567233e-06,0.9999906996561666,1,0.9999906996561666
2005-04-25,1.5202049822872461e-05,0.9999847979501696,1,0.9999847979501696
2005-04-26,0.00015463836189388117,0.9998453616380987,1,0.9998453616380987
2005-04-27,0.0002159117051522613,0.9997840882948403,1,0.9997840882948403
2005-04-28,0.00018284564040400557,0.9998171543595885,1,0.9998171543595885
2005-04-29,3.1833676246376596e-05,0.9999681663237461,1,0.9999681663237461
2005-05-02,5.700096736876969e-06,0.9999942999032557,1,0.9999942999032557
2005-05-03,1.3931281424977138e-05,0.9999860687185674,1,0.9999860687185674
2005-05-04,9.634327043346953e-05,0.9999036567295587,1,0.9999036567295587
2005-05-05,0.00011258680910682365,0.9998874131908854,1,0.9998874131908854
2005-05-06,2.344988797455919e-05,0.9999765501120177,1,0.9999765501120177
2005-05-09,1.241223612028644e-05,0.9999875877638719,1,0.9999875877638719
2005-05-10,4.893495266657657e-06,0.9999951065047255,1,0.9999951065047255
2005-05-11,1.0813743883736935e-05,0.9999891862561083,1,0.9999891862561083
2005-05-12,1.2270429582985867e-05,0.999987729570409,1,0.999987729570409
2005-05-13,0.00017851315853440434,0.9998214868414578,1,0.9998214868414578
2005-05-16,0.00019204530115560562,0.9998079546988365,1,0.9998079546988365
2005-05-17,0.00010240352573205624,0.9998975964742601,1,0.9998975964742601
2005-05-18,1.5329455500170024e-05,0.999984670544492,1,0.999984670544492
2005-05-19,1.4986707015151328e-05,0.9999850132929771,1,0.9999850132929771
2005-05-20,1.5635520176556277e-06,0.9999984364479746,1,0.9999984364479746
2005-05-23,3.4309736232449076e-07,0.9999996569026298,1,0.9999996569026298
2005-05-24,1.0240082096675925e-07,0.9999998975991713,1,0.9999998975991713
2005-05-25,1.580451452114016e-08,0.999999984195478,1,0.999999984195478
2005-05-26,4.811117660937633e-13,0.9999999999995113,1,0.9999999999995113
2005-05-27,2.3222704844897543e-06,0.9999976777295081,1,0.9999976777295081
2005-05-30,2.476651167407141e-06,0.9999975233488251,1,0.9999975233488251
2005-05-31,1.502079463969445e-07,0.999999849792046,1,0.999999849792046
2005-06-01,3.4737892569282676e-09,0.9999999965262032,1,0.9999999965262032
2005-06-02,8.761077721716366e-09,0.9999999912389148,1,0.9999999912389148
2005-06-03,2.9294957275797164e-10,0.9999999997070431,1,0.9999999997070431
2005-06-06,3.930208053453751e-10,0.9999999996069717,1,0.9999999996069717
2005-06-07,1.1295900093046607e-09,0.9999999988704026,1,0.9999999988704026
2005-06-08,7.659222412973432e-10,0.9999999992340705,1,0.9999999992340705
2005-06-09,4.967715099652611e-10,0.9999999995032212,1,0.9999999995032212
2005-06-10,9.008161947647079e-11,0.9999999999099112,1,0.9999999999099112
2005-06-13,1.7114638352095737e-09,0.999999998288529,1,0.999999998288529
2005-06-14,2.254861721513703e-08,0.9999999774513757,1,0.9999999774513757
2005-06-15,4.998509941454977e-09,0.9999999950014831,1,0.9999999950014831
2005-06-16,2.1328268373549754e-09,0.9999999978671662,1,0.9999999978671662
2005-06-17,5.119345608763896e-11,0.9999999999487997,1,0.9999999999487997
2005-06-20,4.715462413720921e-10,0.999999999528447,1,0.999999999528447
2005-06-21,1.9251522545577228e-10,0.9999999998074781,1,0.9999999998074781
2005-06-22,5.935915530091966e-10,0.9999999994064016,1,0.9999999994064016
2005-06-23,3.0448099884438443e-09,0.9999999969551833,1,0.9999999969551833
2005-06-24,2.4378373512346824e-09,0.9999999975621559,1,0.9999999975621559
2005-06-27,1.5505858799724662e-09,0.9999999984494073,1,0.9999999984494073
2005-06-28,6.713951443545473e-07,0.9999993286048487,1,0.9999993286048487
2005-06-29,9.78373490314574e-07,0.9999990216265028,1,0.9999990216265028
2005-06-30,1.7821273248862716e-05,0.9999821787267444,1,0.9999821787267444
2005-07-01,9.586727660561874e-06,0.9999904132723326,1,0.9999904132723326
2005-07-04,9.294730511735272e-06,0.9999907052694816,1,0.9999907052694816
2005-07-05,9.41309227132479e-08,0.9999999058690704,1,0.9999999058690704
