date,signal_value,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity
1995-01-31,-0.3599999999999999,0.0,0.0,0.03360801708778305,1.0,1.1280906386422087
1995-02-28,-0.3500000000000001,0.0,0.0,0.04080930613283229,1.0,1.1741272348601408
1995-03-31,-0.26000000000000023,0.0,0.0,0.027848191318352367,1.0,1.206824554728614
1995-04-30,-0.1200000000000001,0.0,0.0,0.029622745612414958,1.0,1.2425740115121557
1995-05-31,-0.31999999999999984,0.0,0.0,0.039672719700915016,1.0,1.2918703019785192
1995-06-30,-0.6599999999999997,0.0,0.0,0.02022985392230403,1.0,1.3180046494741073
1995-07-31,-1.0099999999999998,0.0,0.0,0.032165754233868915,1.0,1.360399263108188
1995-08-31,-0.9099999999999999,0.0,0.0,0.004451302382141087,1.0,1.3664548115887245
1995-09-30,-0.8400000000000001,0.0,0.0,0.04237632414435599,1.0,1.4243601436132232
1995-10-31,-0.40000000000000013,0.0,-0.0,-0.0029382733792654436,1.0,1.4201749841207578
1995-11-30,-0.79,0.0,0.0,0.04448001878550967,1.0,1.48334439409316
1995-12-31,-0.7100000000000001,0.0,0.0,0.015732738508825506,1.0,1.50668146356396
1996-01-31,-0.35,0.0,0.0,0.035578087751807264,1.0,1.56028630888866
1996-02-29,0.33999999999999997,0.0,0.0,0.003190069023023545,1.0,1.5652637299096934
1996-03-31,0.16000000000000003,0.0,0.0,0.0172183687530314,1.0,1.5922150180070238
1996-04-30,-0.29999999999999993,0.0,0.0,0.010869558737526264,1.0,1.6095216926680227
1996-05-31,-0.5499999999999999,0.0,0.0,0.022700269903145553,1.0,1.6460582695065544
1996-06-30,-0.29000000000000004,0.0,0.0,0.008822031542032871,1.0,1.6605798474801654
1996-07-31,0.0,0.0,-0.0,-0.04493622130854402,1.0,1.5859596639532885
1996-08-31,0.8300000000000001,0.0,0.0,0.019258996510851167,1.0,1.6165036555877155
1996-09-30,0.73,1.0,0.0,0.05587232292643085,1.0,1.7068214698444684
1996-10-31,0.97,1.0,0.03233152897572422,0.03233152897572422,1.0323315289757242,1.762005617653133
1996-11-30,0.5599999999999998,1.0,0.07300438242673013,0.07300438242673013,1.107696254708239,1.890639749602329
1996-12-31,0.3400000000000001,1.0,-0.023797657904672143,-0.023797657904672143,1.0813356781764056,1.8456469516203178
1997-01-31,-0.040000000000000036,0.0,0.061785856755891766,0.061785856755891766,1.148146929493248,1.959681829795079
1997-02-28,0.0,0.0,0.0,0.009565823685988795,1.148146929493248,1.9784278006595348
1997-03-31,0.030000000000000027,0.0,-0.0,-0.04412307154470496,1.148146929493248,1.891133489265001
1997-04-30,-0.28,0.0,0.0,0.06260330635548605,1.148146929493248,2.009524698452577
1997-05-31,-0.7399999999999999,0.0,0.0,0.06320741504603378,1.148146929493248,2.1365415601129247
1997-06-30,-0.3600000000000001,0.0,0.0,0.04110240734272819,1.148146929493248,2.224358561621354
1997-07-31,0.17999999999999994,1.0,0.0,0.07926350804342341,1.148146929493248,2.400669024361886
1997-08-31,0.41000000000000003,1.0,-0.051802714429155294,-0.051802714429155294,1.0886698019819978,2.2763078524539484
1997-09-30,0.3500000000000001,1.0,0.04809042710227729,0.04809042710227729,1.1410243977326637,2.3857764692947265
1997-10-31,0.06000000000000005,0.0,-0.0245036101771261,-0.0245036101771261,1.1130651806880325,2.3273163327213684
1997-11-30,0.3699999999999999,1.0,0.0,0.038696365733452254,1.1130651806880325,2.417375016709791
